,rat_id,study_day,condition,treatment,trial_num,total_sleep_duration,total_awake_duration,total_nrem_duration,total_rem_duration,counts_wake,counts_nrem,counts_rem,wake_normalized,nrem_normalized,rem_normalized,nrem_percentage,rem_percentage
120,4,5,HC,0,4,890.0,1797.0,770.0,109.0,6,5,1,0.6687755861555639,0.28656494231484925,0.040565686639374765,0.8651685393258427,0.12247191011235956
121,4,5,HC,0,5,3171.0,7602.0,2758.0,375.0,9,9,5,0.7056530214424951,0.25601039636127354,0.03480924533556112,0.869757174392936,0.11825922421948912
122,4,5,HC,0,2,771.0,1918.0,659.0,102.0,5,4,1,0.713276310896244,0.24507251766455931,0.0379323168464113,0.85473411154345,0.13229571984435798
123,4,5,HC,0,3,0.0,2725.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
124,4,5,HC,0,1,0.0,2701.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
125,4,17,HC,0,1,322.0,2375.0,322.0,0.0,2,1,0,0.8806080830552465,0.11939191694475343,0.0,1.0,0.0
126,4,17,HC,0,5,4826.0,5935.0,3972.0,792.0,13,12,8,0.5515286683393736,0.36911067744633397,0.07359910788960133,0.823041856610029,0.1641110650642354
127,4,17,HC,0,4,325.0,2370.0,325.0,0.0,3,2,0,0.8794063079777366,0.12059369202226346,0.0,1.0,0.0
128,4,17,HC,0,3,1194.0,1493.0,1094.0,94.0,6,5,1,0.5556382582806103,0.40714551544473393,0.034983252698176405,0.916247906197655,0.07872696817420435
129,4,17,HC,0,2,354.0,2344.0,354.0,0.0,2,1,0,0.8687916975537435,0.13120830244625648,0.0,1.0,0.0
130,4,9,HC,0,4,1788.0,920.0,1415.0,353.0,3,3,3,0.3397341211225997,0.5225258493353028,0.13035450516986707,0.7913870246085011,0.19742729306487697
131,4,9,HC,0,2,609.0,2095.0,609.0,0.0,2,1,0,0.7747781065088757,0.22522189349112426,0.0,1.0,0.0
132,4,9,HC,0,5,4806.0,5950.0,4059.0,667.0,13,13,9,0.5531796206768316,0.3773707698029007,0.06201190033469691,0.8445692883895131,0.13878485226799833
133,4,9,HC,0,1,0.0,2700.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
134,4,9,HC,0,3,1617.0,1074.0,1482.0,123.0,4,3,1,0.399108138238573,0.5507246376811594,0.045707915273132664,0.9165120593692022,0.07606679035250463
135,4,3,OR,1,2,634.0,2058.0,634.0,0.0,4,3,0,0.7644873699851411,0.23551263001485884,0.0,1.0,0.0
136,4,3,OR,1,5,5177.0,5582.0,4408.0,724.0,13,12,8,0.5188214518077888,0.40970350404312667,0.06729249930290919,0.8514583735754297,0.13984933359088275
137,4,3,OR,1,3,1800.0,882.0,1515.0,279.0,7,6,2,0.3288590604026846,0.5648769574944071,0.1040268456375839,0.8416666666666667,0.155
138,4,3,OR,1,1,301.0,2396.0,301.0,0.0,2,1,0,0.8883945124212087,0.11160548757879125,0.0,1.0,0.0
139,4,3,OR,1,4,1944.0,744.0,1791.0,145.0,5,5,1,0.2767857142857143,0.6662946428571429,0.053943452380952384,0.9212962962962963,0.07458847736625514
140,4,7,HC,1,3,97.0,2600.0,97.0,0.0,2,1,0,0.96403411197627,0.03596588802373007,0.0,1.0,0.0
141,4,7,HC,1,4,1495.0,1197.0,1361.0,124.0,3,3,1,0.44465081723625555,0.5055720653789004,0.04606240713224369,0.9103678929765886,0.08294314381270904
142,4,7,HC,1,5,5418.0,5327.0,4317.0,997.0,16,15,11,0.49576547231270357,0.40176826430898094,0.0927873429502094,0.7967884828349945,0.18401624215577703
143,4,7,HC,1,1,482.0,2209.0,482.0,0.0,5,4,0,0.8208844295800818,0.17911557041991824,0.0,1.0,0.0
144,4,7,HC,1,2,858.0,1839.0,858.0,0.0,2,1,0,0.681868743047831,0.3181312569521691,0.0,1.0,0.0
145,4,2,HC,0,3,937.0,1754.0,915.0,18.0,4,4,1,0.651802303976217,0.34002229654403565,0.006688963210702341,0.9765208110992529,0.0192102454642476
146,4,2,HC,0,2,667.0,2018.0,503.0,142.0,6,5,2,0.7515828677839851,0.18733705772811918,0.05288640595903166,0.7541229385307346,0.2128935532233883
147,4,2,HC,0,4,119.0,2579.0,119.0,0.0,2,1,0,0.9558932542624166,0.04410674573758339,0.0,1.0,0.0
148,4,2,HC,0,5,2006.0,8766.0,1817.0,179.0,13,12,2,0.8137764574823617,0.16867805421463053,0.01661715558856294,0.9057826520438684,0.08923230309072781
149,4,2,HC,0,1,951.0,1743.0,880.0,57.0,2,2,1,0.6469933184855234,0.3266518188567186,0.021158129175946547,0.92534174553102,0.05993690851735016
150,4,6,OD,0,4,1251.0,1436.0,1094.0,131.0,4,3,3,0.5344250093040566,0.40714551544473393,0.04875325641979903,0.8745003996802558,0.10471622701838529
151,4,6,OD,0,3,2082.0,603.0,1816.0,243.0,5,4,3,0.2245810055865922,0.6763500931098696,0.09050279329608939,0.8722382324687801,0.11671469740634005
152,4,6,OD,0,5,4886.0,5866.0,3925.0,876.0,15,14,10,0.5455729166666666,0.3650483630952381,0.08147321428571429,0.8033155955792058,0.17928776094965207
153,4,6,OD,0,2,1504.0,1187.0,1386.0,113.0,4,3,1,0.44109996283909325,0.5150501672240803,0.041991824600520256,0.9215425531914894,0.07513297872340426
154,4,6,OD,0,1,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
155,4,8,HC,1,1,127.0,2570.0,127.0,0.0,2,1,0,0.9529106414534668,0.047089358546533185,0.0,1.0,0.0
156,4,8,HC,1,5,4958.0,5801.0,4071.0,785.0,12,11,9,0.5391765033925086,0.37838089041732503,0.07296217120550237,0.8210972166196047,0.15832997176280758
157,4,8,HC,1,2,167.0,2530.0,167.0,0.0,2,1,0,0.9380793474230626,0.06192065257693734,0.0,1.0,0.0
158,4,8,HC,1,4,1745.0,932.0,1497.0,212.0,9,8,3,0.3481509152035861,0.559208068733657,0.07919312663429212,0.8578796561604585,0.12148997134670488
159,4,8,HC,1,3,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
160,4,16,OR,0,3,758.0,1937.0,758.0,0.0,3,2,0,0.7187384044526902,0.28126159554730984,0.0,1.0,0.0
161,4,16,OR,0,2,332.0,2365.0,332.0,0.0,2,1,0,0.8769002595476455,0.12309974045235447,0.0,1.0,0.0
162,4,16,OR,0,5,4987.0,5759.0,4184.0,725.0,17,16,12,0.5359203424530058,0.3893541782989019,0.06746696445188907,0.8389813515139363,0.14537798275516342
