rat_id,study_day,condition,treatment,trial_num,rem_start,rem_end,state,num_bouts,mean_duration,total_duration,percent_of_rem
2,2,OR,2,5.4,9121,9168,phasic,1,0.9920000000001892,0.9920000000001892,0.02110638297872743
2,2,OR,2,5.4,9121,9168,tonic,2,23.003999999999905,46.00799999999981,0.9788936170212725
2,2,OR,2,5.4,9430,9468,phasic,0,,0.0,0.0
2,2,OR,2,5.4,9430,9468,tonic,1,38.0,38.0,1.0
2,2,OR,2,5.4,9738,9820,phasic,3,1.8773333333332023,5.631999999999607,0.0686829268292635
2,2,OR,2,5.4,9738,9820,tonic,4,19.0920000000001,76.3680000000004,0.9313170731707365
4,4,HC,3,4,2396,2400,phasic,0,,0.0,0.0
4,4,HC,3,4,2396,2400,tonic,1,4.0,4.0,1.0
4,4,HC,3,4,2411,2419,phasic,0,,0.0,0.0
4,4,HC,3,4,2411,2419,tonic,1,8.0,8.0,1.0
4,4,HC,3,4,2552,2586,phasic,0,,0.0,0.0
4,4,HC,3,4,2552,2586,tonic,1,34.0,34.0,1.0
3,4,OD,4,2,1552,1645,phasic,1,1.2699999999999818,1.2699999999999818,0.013655913978494428
3,4,OD,4,2,1552,1645,tonic,2,45.86500000000001,91.73000000000002,0.9863440860215056
9,16,OR-N,4,4,707,746,phasic,1,2.048000000000002,2.048000000000002,0.05251282051282056
9,16,OR-N,4,4,707,746,tonic,2,18.476,36.952,0.9474871794871794
9,16,OR-N,4,4,797,934,phasic,3,1.159333333333355,3.4780000000000655,0.02538686131386909
9,16,OR-N,4,4,797,934,tonic,4,33.380499999999984,133.52199999999993,0.9746131386861309
9,16,OR-N,4,4,1461,1479,phasic,0,,0.0,0.0
9,16,OR-N,4,4,1461,1479,tonic,1,18.0,18.0,1.0
9,16,OR-N,4,4,1515,1638,phasic,4,2.1774999999999523,8.709999999999809,0.07081300813007975
9,16,OR-N,4,4,1515,1638,tonic,5,22.85800000000004,114.29000000000019,0.9291869918699203
9,16,OR-N,4,4,2186,2383,phasic,7,1.817428571428536,12.721999999999753,0.06457868020304443
9,16,OR-N,4,4,2186,2383,tonic,8,23.03475000000003,184.27800000000025,0.9354213197969555
4,2,HC,0,2,449,464,phasic,0,,0.0,0.0
4,2,HC,0,2,449,464,tonic,1,15.0,15.0,1.0
4,2,HC,0,2,712,839,phasic,5,1.2055999999999814,6.027999999999906,0.04746456692913312
4,2,HC,0,2,712,839,tonic,6,20.162000000000017,120.9720000000001,0.9525354330708669
4,4,OR-N,4,5.3,5623,5639,phasic,1,1.1000000000003638,1.1000000000003638,0.06875000000002274
4,4,OR-N,4,5.3,5623,5639,tonic,2,7.449999999999818,14.899999999999636,0.9312499999999773
4,4,OR-N,4,5.3,5725,5806,phasic,6,2.126666666666703,12.760000000000218,0.15753086419753357
4,4,OR-N,4,5.3,5725,5806,tonic,7,9.748571428571397,68.23999999999978,0.8424691358024664
4,4,OR-N,4,5.3,6285,6317,phasic,0,,0.0,0.0
4,4,OR-N,4,5.3,6285,6317,tonic,1,32.0,32.0,1.0
4,4,OR-N,4,5.3,6398,6463,phasic,0,,0.0,0.0
4,4,OR-N,4,5.3,6398,6463,tonic,1,65.0,65.0,1.0
4,4,OR-N,4,5.3,7308,7335,phasic,0,,0.0,0.0
4,4,OR-N,4,5.3,7308,7335,tonic,1,27.0,27.0,1.0
4,4,OR-N,4,5.3,7383,7486,phasic,2,1.881999999999607,3.763999999999214,0.03654368932038072
4,4,OR-N,4,5.3,7383,7486,tonic,3,33.078666666666926,99.23600000000079,0.9634563106796192
6,3,HC,4,1,747,938,phasic,4,2.8644999999999925,11.45799999999997,0.05998952879581136
6,3,HC,4,1,747,938,tonic,5,35.90840000000001,179.54200000000003,0.9400104712041887
4,4,OR-N,4,4,1286,1371,phasic,2,1.5230000000000246,3.046000000000049,0.03583529411764764
4,4,OR-N,4,4,1286,1371,tonic,3,27.317999999999984,81.95399999999995,0.9641647058823524
4,4,OR-N,4,4,2033,2164,phasic,4,1.6064999999999827,6.425999999999931,0.04905343511450329
4,4,OR-N,4,4,2033,2164,tonic,4,31.143500000000017,124.57400000000007,0.9509465648854967
4,1,OR,0,5.4,8342,8358,phasic,0,,0.0,0.0
4,1,OR,0,5.4,8342,8358,tonic,1,16.0,16.0,1.0
4,1,OR,0,5.4,8727,8852,phasic,2,1.4600000000000364,2.9200000000000728,0.02336000000000058
4,1,OR,0,5.4,8727,8852,tonic,3,40.69333333333331,122.07999999999993,0.9766399999999994
4,1,OR,0,5.4,8894,8926,phasic,0,,0.0,0.0
4,1,OR,0,5.4,8894,8926,tonic,1,32.0,32.0,1.0
4,1,OR,0,5.4,9618,9672,phasic,1,1.6459999999988213,1.6459999999988213,0.030481481481459655
4,1,OR,0,5.4,9618,9672,tonic,2,26.17700000000059,52.35400000000118,0.9695185185185403
3,3,OR,3,5.3,6826,6894,phasic,1,1.7619999999997162,1.7619999999997162,0.02591176470587818
3,3,OR,3,5.3,6826,6894,tonic,2,33.11900000000014,66.23800000000028,0.9740882352941218
3,3,OR,3,5.3,7301,7392,phasic,3,2.130000000000109,6.390000000000327,0.07021978021978381
3,3,OR,3,5.3,7301,7392,tonic,4,21.152499999999918,84.60999999999967,0.9297802197802162
3,3,OR,3,5.3,7928,8065,phasic,3,1.8526666666666642,5.557999999999993,0.040569343065693375
3,3,OR,3,5.3,7928,8065,tonic,4,32.8605,131.442,0.9594306569343066
6,3,CON,2,5.3,5398,5576,phasic,5,1.3667999999999665,6.833999999999833,0.03839325842696535
6,3,CON,2,5.3,5398,5576,tonic,6,28.527666666666693,171.16600000000017,0.9616067415730346
6,3,CON,2,5.3,6577,6738,phasic,4,1.74799999999982,6.99199999999928,0.04342857142856695
6,3,CON,2,5.3,6577,6738,tonic,5,30.801600000000143,154.00800000000072,0.9565714285714331
6,3,CON,2,5.3,7345,7385,phasic,0,,0.0,0.0
6,3,CON,2,5.3,7345,7385,tonic,1,40.0,40.0,1.0
6,3,CON,2,5.3,7620,7676,phasic,0,,0.0,0.0
6,3,CON,2,5.3,7620,7676,tonic,1,56.0,56.0,1.0
9,2,CON,4,5.1,1671,1686,phasic,0,,0.0,0.0
9,2,CON,4,5.1,1671,1686,tonic,1,15.0,15.0,1.0
9,2,CON,4,5.1,1729,1819,phasic,1,3.4860000000001037,3.4860000000001037,0.03873333333333449
9,2,CON,4,5.1,1729,1819,tonic,2,43.25699999999995,86.5139999999999,0.9612666666666655
5,6,HC,1,2,435,461,phasic,0,,0.0,0.0
5,6,HC,1,2,435,461,tonic,1,26.0,26.0,1.0
5,6,HC,1,2,991,1046,phasic,0,,0.0,0.0
5,6,HC,1,2,991,1046,tonic,1,55.0,55.0,1.0
5,6,HC,1,2,1081,1156,phasic,3,1.599333333333334,4.798000000000002,0.06397333333333335
5,6,HC,1,2,1081,1156,tonic,4,17.5505,70.202,0.9360266666666667
5,6,HC,1,2,2041,2168,phasic,2,1.2580000000000382,2.5160000000000764,0.019811023622047844
5,6,HC,1,2,2041,2168,tonic,3,41.49466666666664,124.48399999999992,0.9801889763779521
9,2,CON,4,3,643,748,phasic,2,1.9329999999999927,3.8659999999999854,0.03681904761904748
9,2,CON,4,3,643,748,tonic,3,33.711333333333336,101.13400000000001,0.9631809523809525
9,2,CON,4,3,1389,1417,phasic,0,,0.0,0.0
9,2,CON,4,3,1389,1417,tonic,1,28.0,28.0,1.0
9,2,CON,4,3,1486,1515,phasic,1,1.3079999999999927,1.3079999999999927,0.04510344827586182
9,2,CON,4,3,1486,1515,tonic,2,13.846000000000004,27.692000000000007,0.9548965517241382
9,2,CON,4,3,1568,1690,phasic,1,1.9259999999999309,1.9259999999999309,0.015786885245901074
9,2,CON,4,3,1568,1690,tonic,2,60.037000000000035,120.07400000000007,0.9842131147540989
9,2,CON,4,3,2207,2286,phasic,0,,0.0,0.0
9,2,CON,4,3,2207,2286,tonic,1,79.0,79.0,1.0
9,2,CON,4,3,2649,2697,phasic,2,2.018999999999778,4.037999999999556,0.08412499999999075
9,2,CON,4,3,2649,2697,tonic,3,14.654000000000147,43.962000000000444,0.9158750000000092
9,4,CON,2,3,1439,1587,phasic,4,1.892499999999984,7.569999999999936,0.051148648648648216
9,4,CON,2,3,1439,1587,tonic,5,28.086000000000013,140.43000000000006,0.9488513513513518
9,4,CON,2,3,2075,2089,phasic,0,,0.0,0.0
9,4,CON,2,3,2075,2089,tonic,1,14.0,14.0,1.0
9,4,CON,2,3,2330,2475,phasic,3,2.062666666666852,6.188000000000557,0.04267586206896935
9,4,CON,2,3,2330,2475,tonic,4,34.70299999999986,138.81199999999944,0.9573241379310307
3,3,OR,3,4,1454,1548,phasic,4,1.724999999999966,6.899999999999864,0.07340425531914749
3,3,OR,3,4,1454,1548,tonic,5,17.420000000000027,87.10000000000014,0.9265957446808525
3,3,OR,3,4,2115,2148,phasic,0,,0.0,0.0
3,3,OR,3,4,2115,2148,tonic,1,33.0,33.0,1.0
4,5,OD,3,4,967,1030,phasic,3,1.3239999999999554,3.9719999999998663,0.06304761904761692
4,5,OD,3,4,967,1030,tonic,4,14.757000000000033,59.028000000000134,0.9369523809523831
4,5,OD,3,4,1036,1041,phasic,0,,0.0,0.0
4,5,OD,3,4,1036,1041,tonic,1,5.0,5.0,1.0
4,5,OD,3,4,1065,1077,phasic,0,,0.0,0.0
4,5,OD,3,4,1065,1077,tonic,1,12.0,12.0,1.0
4,5,OD,3,4,1097,1178,phasic,3,1.7946666666666715,5.3840000000000146,0.06646913580246931
4,5,OD,3,4,1097,1178,tonic,4,18.903999999999996,75.61599999999999,0.9335308641975307
4,5,OD,3,4,1327,1335,phasic,0,,0.0,0.0
4,5,OD,3,4,1327,1335,tonic,1,8.0,8.0,1.0
4,5,OD,3,4,1543,1556,phasic,0,,0.0,0.0
4,5,OD,3,4,1543,1556,tonic,1,13.0,13.0,1.0
4,5,OD,3,4,1672,1688,phasic,1,2.286000000000058,2.286000000000058,0.14287500000000364
4,5,OD,3,4,1672,1688,tonic,2,6.856999999999971,13.713999999999942,0.8571249999999964
4,5,OD,3,4,1740,1746,phasic,0,,0.0,0.0
4,5,OD,3,4,1740,1746,tonic,1,6.0,6.0,1.0
4,5,OD,3,4,1783,1897,phasic,1,2.3719999999998436,2.3719999999998436,0.02080701754385828
4,5,OD,3,4,1783,1897,tonic,2,55.81400000000008,111.62800000000016,0.9791929824561417
4,5,OD,3,4,1907,1914,phasic,0,,0.0,0.0
4,5,OD,3,4,1907,1914,tonic,1,7.0,7.0,1.0
4,5,OD,3,4,1925,2057,phasic,3,2.0906666666666447,6.2719999999999345,0.04751515151515102
4,5,OD,3,4,1925,2057,tonic,4,31.432000000000016,125.72800000000007,0.9524848484848489
4,5,OD,3,4,2062,2107,phasic,0,,0.0,0.0
4,5,OD,3,4,2062,2107,tonic,1,45.0,45.0,1.0
4,5,OD,3,4,2111,2119,phasic,0,,0.0,0.0
4,5,OD,3,4,2111,2119,tonic,1,8.0,8.0,1.0
4,5,OD,3,4,2131,2137,phasic,0,,0.0,0.0
4,5,OD,3,4,2131,2137,tonic,1,6.0,6.0,1.0
4,5,OD,3,4,2297,2371,phasic,0,,0.0,0.0
4,5,OD,3,4,2297,2371,tonic,1,74.0,74.0,1.0
8,1,HC,3,4,370,387,phasic,0,,0.0,0.0
8,1,HC,3,4,370,387,tonic,1,17.0,17.0,1.0
8,1,HC,3,4,571,697,phasic,1,1.6280000000000427,1.6280000000000427,0.01292063492063526
8,1,HC,3,4,571,697,tonic,2,62.18599999999998,124.37199999999996,0.9870793650793648
8,1,HC,3,4,736,771,phasic,0,,0.0,0.0
8,1,HC,3,4,736,771,tonic,1,35.0,35.0,1.0
8,1,HC,3,4,1240,1356,phasic,3,1.9740000000000084,5.9220000000000255,0.051051724137931256
8,1,HC,3,4,1240,1356,tonic,4,27.519499999999994,110.07799999999997,0.9489482758620688
8,1,HC,3,4,1658,1743,phasic,0,,0.0,0.0
8,1,HC,3,4,1658,1743,tonic,1,85.0,85.0,1.0
8,1,HC,3,4,2066,2121,phasic,1,1.900000000000091,1.900000000000091,0.0345454545454562
8,1,HC,3,4,2066,2121,tonic,2,26.549999999999955,53.09999999999991,0.9654545454545438
8,1,HC,3,4,2317,2427,phasic,4,2.1154999999999973,8.461999999999989,0.07692727272727262
8,1,HC,3,4,2317,2427,tonic,5,20.3076,101.53800000000001,0.9230727272727274
8,1,HC,3,4,2468,2493,phasic,0,,0.0,0.0
8,1,HC,3,4,2468,2493,tonic,1,25.0,25.0,1.0
1,1,OD,4,2,1900,2008,phasic,3,1.9640000000000175,5.892000000000053,0.054555555555556044
1,1,OD,4,2,1900,2008,tonic,4,25.526999999999987,102.10799999999995,0.945444444444444
1,1,OD,4,2,2017,2057,phasic,1,1.150000000000091,1.150000000000091,0.028750000000002274
1,1,OD,4,2,2017,2057,tonic,2,19.424999999999955,38.84999999999991,0.9712499999999977
9,4,CON,2,5.2,3036,3090,phasic,0,,0.0,0.0
9,4,CON,2,5.2,3036,3090,tonic,1,54.0,54.0,1.0
9,4,CON,2,5.2,3347,3352,phasic,0,,0.0,0.0
9,4,CON,2,5.2,3347,3352,tonic,1,5.0,5.0,1.0
9,4,CON,2,5.2,3570,3674,phasic,1,3.094000000000051,3.094000000000051,0.02975000000000049
9,4,CON,2,5.2,3570,3674,tonic,2,50.452999999999975,100.90599999999995,0.9702499999999995
13,3,OR,4,2,1415,1557,phasic,3,1.8366666666666636,5.509999999999991,0.03880281690140839
13,3,OR,4,2,1415,1557,tonic,4,34.1225,136.49,0.9611971830985916
13,3,OR,4,2,1599,1620,phasic,0,,0.0,0.0
13,3,OR,4,2,1599,1620,tonic,1,21.0,21.0,1.0
13,3,OR,4,2,2493,2697,phasic,4,2.303000000000111,9.212000000000444,0.04515686274510022
13,3,OR,4,2,2493,2697,tonic,5,38.957599999999914,194.78799999999956,0.9548431372548998
1,2,OD,2,4,1269,1296,phasic,1,1.0240000000001146,1.0240000000001146,0.03792592592593017
1,2,OD,2,4,1269,1296,tonic,2,12.987999999999943,25.975999999999885,0.9620740740740699
9,10,OR,4,4,989,1172,phasic,7,1.9571428571427987,13.69999999999959,0.07486338797813984
9,10,OR,4,4,989,1172,tonic,8,21.16250000000005,169.3000000000004,0.9251366120218601
9,10,OR,4,4,1906,1983,phasic,2,1.7609999999999673,3.5219999999999345,0.04574025974025889
9,10,OR,4,4,1906,1983,tonic,3,24.49266666666669,73.47800000000007,0.9542597402597411
9,10,OR,4,4,2025,2104,phasic,1,1.7460000000000946,1.7460000000000946,0.022101265822786008
9,10,OR,4,4,2025,2104,tonic,2,38.62699999999995,77.2539999999999,0.977898734177214
2,2,OR,2,5.2,2933,2967,phasic,2,1.2280000000000655,2.456000000000131,0.07223529411765091
2,2,OR,2,5.2,2933,2967,tonic,3,10.514666666666622,31.54399999999987,0.927764705882349
2,2,OR,2,5.2,3367,3418,phasic,0,,0.0,0.0
2,2,OR,2,5.2,3367,3418,tonic,1,51.0,51.0,1.0
2,2,OR,2,5.2,3555,3655,phasic,3,1.7160000000000462,5.148000000000138,0.051480000000001386
2,2,OR,2,5.2,3555,3655,tonic,4,23.712999999999965,94.85199999999986,0.9485199999999986
3,3,OR,0,3,1529,1558,phasic,1,1.0299999999999727,1.0299999999999727,0.0355172413793094
3,3,OR,0,3,1529,1558,tonic,2,13.985000000000014,27.970000000000027,0.9644827586206906
3,3,OR,0,3,1587,1603,phasic,0,,0.0,0.0
3,3,OR,0,3,1587,1603,tonic,1,16.0,16.0,1.0
11,2,OD,4,1,1794,1923,phasic,7,1.9685714285714246,13.779999999999973,0.10682170542635638
11,2,OD,4,1,1794,1923,tonic,8,14.402500000000003,115.22000000000003,0.8931782945736436
11,2,OD,4,1,1967,1995,phasic,0,,0.0,0.0
11,2,OD,4,1,1967,1995,tonic,1,28.0,28.0,1.0
11,2,OD,4,1,2359,2471,phasic,0,,0.0,0.0
11,2,OD,4,1,2359,2471,tonic,1,112.0,112.0,1.0
11,2,OD,4,1,2486,2558,phasic,0,,0.0,0.0
11,2,OD,4,1,2486,2558,tonic,1,72.0,72.0,1.0
9,3,OR,2,5.4,10211,10225,phasic,0,,0.0,0.0
9,3,OR,2,5.4,10211,10225,tonic,1,14.0,14.0,1.0
9,3,OR,2,5.4,10492,10582,phasic,1,1.1440000000002328,1.1440000000002328,0.012711111111113699
9,3,OR,2,5.4,10492,10582,tonic,2,44.427999999999884,88.85599999999977,0.9872888888888863
3,6,OD,1,5.4,9366,9375,phasic,0,,0.0,0.0
3,6,OD,1,5.4,9366,9375,tonic,1,9.0,9.0,1.0
8,6,OD,3,3,820,869,phasic,0,,0.0,0.0
8,6,OD,3,3,820,869,tonic,1,49.0,49.0,1.0
8,6,OD,3,3,1258,1365,phasic,2,1.3920000000000528,2.7840000000001055,0.026018691588786034
8,6,OD,3,3,1258,1365,tonic,3,34.73866666666663,104.2159999999999,0.973981308411214
8,6,OD,3,3,1838,1867,phasic,0,,0.0,0.0
8,6,OD,3,3,1838,1867,tonic,1,29.0,29.0,1.0
8,6,OD,3,3,2128,2347,phasic,8,1.977000000000146,15.816000000001168,0.07221917808219712
8,6,OD,3,3,2128,2347,tonic,9,22.57599999999987,203.18399999999883,0.9277808219178029
8,6,OD,3,3,2400,2425,phasic,0,,0.0,0.0
8,6,OD,3,3,2400,2425,tonic,1,25.0,25.0,1.0
4,1,CON,4,5.2,2757,2887,phasic,5,1.8011999999999717,9.005999999999858,0.06927692307692199
4,1,CON,4,5.2,2757,2887,tonic,6,20.16566666666669,120.99400000000014,0.930723076923078
4,1,CON,4,5.2,3674,3842,phasic,5,1.6532000000000153,8.266000000000076,0.04920238095238141
4,1,CON,4,5.2,3674,3842,tonic,6,26.62233333333332,159.73399999999992,0.9507976190476186
4,1,CON,4,5.2,3890,3923,phasic,0,,0.0,0.0
4,1,CON,4,5.2,3890,3923,tonic,1,33.0,33.0,1.0
2,1,OD,2,5.1,1572,1637,phasic,3,1.7460000000000189,5.238000000000056,0.08058461538461625
2,1,OD,2,5.1,1572,1637,tonic,4,14.940499999999986,59.761999999999944,0.9194153846153837
2,1,OD,2,5.1,2590,2696,phasic,2,1.4039999999999964,2.8079999999999927,0.02649056603773578
2,1,OD,2,5.1,2590,2696,tonic,3,34.397333333333336,103.19200000000001,0.9735094339622642
3,3,HC,4,3,1891,2107,phasic,2,3.158999999999992,6.317999999999984,0.029249999999999925
3,3,HC,4,3,1891,2107,tonic,3,69.894,209.68200000000002,0.9707500000000001
3,1,OR,1,5.2,3556,3607,phasic,0,,0.0,0.0
3,1,OR,1,5.2,3556,3607,tonic,1,51.0,51.0,1.0
3,1,OR,1,5.2,4293,4345,phasic,0,,0.0,0.0
3,1,OR,1,5.2,4293,4345,tonic,1,52.0,52.0,1.0
3,1,OR,1,5.2,4751,4830,phasic,0,,0.0,0.0
3,1,OR,1,5.2,4751,4830,tonic,1,79.0,79.0,1.0
6,6,HC,4,4,107,116,phasic,0,,0.0,0.0
6,6,HC,4,4,107,116,tonic,1,9.0,9.0,1.0
6,6,HC,4,4,334,424,phasic,2,1.2729999999999961,2.5459999999999923,0.028288888888888804
6,6,HC,4,4,334,424,tonic,3,29.151333333333337,87.45400000000001,0.9717111111111112
6,6,HC,4,4,802,927,phasic,1,4.405999999999949,4.405999999999949,0.03524799999999959
6,6,HC,4,4,802,927,tonic,2,60.297000000000025,120.59400000000005,0.9647520000000004
6,6,HC,4,4,1358,1425,phasic,1,1.0620000000001255,1.0620000000001255,0.01585074626865859
6,6,HC,4,4,1358,1425,tonic,2,32.96899999999994,65.93799999999987,0.9841492537313414
6,6,HC,4,4,1811,1879,phasic,1,1.6340000000000146,1.6340000000000146,0.024029411764706098
6,6,HC,4,4,1811,1879,tonic,2,33.18299999999999,66.36599999999999,0.9759705882352939
6,6,HC,4,4,1939,1998,phasic,0,,0.0,0.0
6,6,HC,4,4,1939,1998,tonic,1,59.0,59.0,1.0
6,6,HC,4,4,2019,2137,phasic,3,2.555333333333389,7.666000000000167,0.06496610169491668
6,6,HC,4,4,2019,2137,tonic,4,27.583499999999958,110.33399999999983,0.9350338983050833
6,6,HC,4,4,2593,2695,phasic,4,1.5610000000000355,6.244000000000142,0.0612156862745112
6,6,HC,4,4,2593,2695,tonic,5,19.15119999999997,95.75599999999986,0.9387843137254888
3,8,HC,0,5.1,983,1087,phasic,3,2.3573333333333344,7.072000000000003,0.06800000000000003
3,8,HC,0,5.1,983,1087,tonic,4,24.232,96.928,0.9319999999999999
3,8,HC,0,5.1,1149,1186,phasic,0,,0.0,0.0
3,8,HC,0,5.1,1149,1186,tonic,1,37.0,37.0,1.0
3,8,HC,0,5.1,1681,1774,phasic,3,1.6580000000000534,4.97400000000016,0.05348387096774366
3,8,HC,0,5.1,1681,1774,tonic,4,22.00649999999996,88.02599999999984,0.9465161290322563
3,6,HC,4,3,878,1024,phasic,4,1.906499999999994,7.625999999999976,0.0522328767123286
3,6,HC,4,3,878,1024,tonic,5,27.674800000000005,138.37400000000002,0.9477671232876714
3,5,OR-N,4,5.4,8401,8628,phasic,5,1.6628000000004248,8.314000000002125,0.03662555066080231
3,5,OR-N,4,5.4,8401,8628,tonic,6,36.447666666666315,218.68599999999788,0.9633744493391977
6,2,OD,4,5.3,6289,6333,phasic,1,0.9219999999995707,0.9219999999995707,0.0209545454545357
6,2,OD,4,5.3,6289,6333,tonic,2,21.539000000000215,43.07800000000043,0.9790454545454643
6,2,OD,4,5.3,6442,6560,phasic,0,,0.0,0.0
6,2,OD,4,5.3,6442,6560,tonic,1,118.0,118.0,1.0
6,2,OD,4,5.3,7538,7614,phasic,3,2.3633333333333817,7.0900000000001455,0.09328947368421243
6,2,OD,4,5.3,7538,7614,tonic,4,17.227499999999964,68.90999999999985,0.9067105263157875
4,16,OR,0,4,2192,2267,phasic,1,3.130000000000109,3.130000000000109,0.04173333333333479
4,16,OR,0,4,2192,2267,tonic,2,35.934999999999945,71.86999999999989,0.9582666666666652
4,16,OR,0,4,2632,2642,phasic,0,,0.0,0.0
4,16,OR,0,4,2632,2642,tonic,1,10.0,10.0,1.0
6,2,OR,2,3,1866,2014,phasic,2,1.081000000000131,2.162000000000262,0.014608108108109879
6,2,OR,2,3,1866,2014,tonic,3,48.61266666666658,145.83799999999974,0.9853918918918901
6,2,OR,2,3,2052,2156,phasic,1,3.481999999999971,3.481999999999971,0.03348076923076895
6,2,OR,2,3,2052,2156,tonic,2,50.259000000000015,100.51800000000003,0.9665192307692311
4,6,OR,3,5.3,5661,5672,phasic,0,,0.0,0.0
4,6,OR,3,5.3,5661,5672,tonic,1,11.0,11.0,1.0
4,6,OR,3,5.3,5870,5962,phasic,3,1.347333333333457,4.042000000000371,0.043934782608699686
4,6,OR,3,5.3,5870,5962,tonic,4,21.989499999999907,87.95799999999963,0.9560652173913003
4,6,OR,3,5.3,6187,6197,phasic,0,,0.0,0.0
4,6,OR,3,5.3,6187,6197,tonic,1,10.0,10.0,1.0
4,6,OR,3,5.3,6301,6320,phasic,1,3.38799999999992,3.38799999999992,0.17831578947368
4,6,OR,3,5.3,6301,6320,tonic,2,7.80600000000004,15.61200000000008,0.82168421052632
4,6,OR,3,5.3,6448,6510,phasic,0,,0.0,0.0
4,6,OR,3,5.3,6448,6510,tonic,1,62.0,62.0,1.0
4,6,OR,3,5.3,6884,6898,phasic,0,,0.0,0.0
4,6,OR,3,5.3,6884,6898,tonic,1,14.0,14.0,1.0
4,6,OR,3,5.3,7145,7196,phasic,1,1.4020000000000437,1.4020000000000437,0.027490196078432227
4,6,OR,3,5.3,7145,7196,tonic,2,24.798999999999978,49.597999999999956,0.9725098039215677
1,2,OR,4,1,1736,1799,phasic,2,1.0350000000000819,2.0700000000001637,0.03285714285714546
1,2,OR,4,1,1736,1799,tonic,3,20.309999999999945,60.929999999999836,0.9671428571428545
1,2,OR,4,1,1840,1903,phasic,1,2.145999999999958,2.145999999999958,0.0340634920634914
1,2,OR,4,1,1840,1903,tonic,2,30.42700000000002,60.85400000000004,0.9659365079365086
3,3,OR,0,5.2,2638,2742,phasic,4,1.6544999999999845,6.617999999999938,0.06363461538461479
3,3,OR,0,5.2,2638,2742,tonic,5,19.476400000000012,97.38200000000006,0.9363653846153852
3,3,OR,0,5.2,3420,3525,phasic,2,1.6259999999999764,3.2519999999999527,0.030971428571428122
3,3,OR,0,5.2,3420,3525,tonic,3,33.91600000000002,101.74800000000005,0.9690285714285719
3,3,OR,0,5.2,3576,3603,phasic,1,1.0140000000001237,1.0140000000001237,0.03755555555556014
3,3,OR,0,5.2,3576,3603,tonic,2,12.992999999999938,25.985999999999876,0.9624444444444399
3,3,OR,0,5.2,4260,4302,phasic,0,,0.0,0.0
3,3,OR,0,5.2,4260,4302,tonic,1,42.0,42.0,1.0
3,3,OR,0,5.2,4326,4467,phasic,6,1.422333333333275,8.53399999999965,0.06052482269503298
3,3,OR,0,5.2,4326,4467,tonic,7,18.923714285714336,132.46600000000035,0.939475177304967
8,1,HC,3,2,660,692,phasic,0,,0.0,0.0
8,1,HC,3,2,660,692,tonic,1,32.0,32.0,1.0
8,1,HC,3,2,1299,1392,phasic,5,1.7476000000000114,8.738000000000056,0.09395698924731244
8,1,HC,3,2,1299,1392,tonic,6,14.043666666666658,84.26199999999994,0.9060430107526876
8,1,HC,3,2,2242,2426,phasic,1,2.330000000000382,2.330000000000382,0.012663043478262945
8,1,HC,3,2,2242,2426,tonic,2,90.83499999999981,181.66999999999962,0.987336956521737
7,1,HC,3,1,2184,2242,phasic,1,1.0920000000000982,1.0920000000000982,0.018827586206898245
7,1,HC,3,1,2184,2242,tonic,2,28.45399999999995,56.9079999999999,0.9811724137931017
3,1,OR,1,5.1,1008,1091,phasic,2,2.3029999999999973,4.6059999999999945,0.05549397590361439
3,1,OR,1,5.1,1008,1091,tonic,3,26.131333333333334,78.394,0.9445060240963856
3,1,OR,1,5.1,1386,1421,phasic,1,2.627999999999929,2.627999999999929,0.07508571428571226
3,1,OR,1,5.1,1386,1421,tonic,2,16.186000000000035,32.37200000000007,0.9249142857142877
3,1,OR,1,5.1,2451,2593,phasic,3,2.0706666666665114,6.211999999999534,0.043746478873236155
3,1,OR,1,5.1,2451,2593,tonic,4,33.947000000000116,135.78800000000047,0.9562535211267639
5,4,HC,0,5.3,6810,6929,phasic,4,2.740999999999758,10.963999999999032,0.09213445378150448
5,4,HC,0,5.3,6810,6929,tonic,5,21.607200000000194,108.03600000000097,0.9078655462184956
5,4,HC,0,5.3,7264,7273,phasic,0,,0.0,0.0
5,4,HC,0,5.3,7264,7273,tonic,1,9.0,9.0,1.0
5,4,HC,0,5.3,7544,7559,phasic,0,,0.0,0.0
5,4,HC,0,5.3,7544,7559,tonic,1,15.0,15.0,1.0
5,4,HC,0,5.3,7620,7664,phasic,0,,0.0,0.0
5,4,HC,0,5.3,7620,7664,tonic,1,44.0,44.0,1.0
5,4,HC,0,5.3,7781,7822,phasic,0,,0.0,0.0
5,4,HC,0,5.3,7781,7822,tonic,1,41.0,41.0,1.0
3,1,OR,4,5.4,9715,9731,phasic,0,,0.0,0.0
3,1,OR,4,5.4,9715,9731,tonic,1,16.0,16.0,1.0
3,1,OR,4,5.4,9956,9966,phasic,0,,0.0,0.0
3,1,OR,4,5.4,9956,9966,tonic,1,10.0,10.0,1.0
3,1,OR,4,5.4,10071,10182,phasic,3,1.7713333333340415,5.314000000002125,0.04787387387389301
3,1,OR,4,5.4,10071,10182,tonic,4,26.42149999999947,105.68599999999788,0.952126126126107
3,1,OR,4,5.4,10355,10453,phasic,2,1.7529999999997017,3.5059999999994034,0.035775510204075545
3,1,OR,4,5.4,10355,10453,tonic,3,31.4980000000002,94.4940000000006,0.9642244897959245
9,6,OD,2,5.3,6262,6284,phasic,1,0.907999999999447,0.907999999999447,0.04127272727270214
