rat_id,study_day,condition,treatment,trial_num,epoch_id,state,duration
2,2,OR,2,5.4,0,phasic,0.9920000000001892
2,2,OR,2,5.4,1,phasic,1.9980000000014115
2,2,OR,2,5.4,2,phasic,2.047999999998865
2,2,OR,2,5.4,3,phasic,1.5859999999993306
2,2,OR,2,5.4,0,tonic,36.995999999999185
2,2,OR,2,5.4,1,tonic,9.012000000000626
2,2,OR,2,5.4,2,tonic,38.0
2,2,OR,2,5.4,3,tonic,50.727999999999156
2,2,OR,2,5.4,4,tonic,17.891999999999825
2,2,OR,2,5.4,5,tonic,0.728000000000975
2,2,OR,2,5.4,6,tonic,7.020000000000437
4,4,HC,3,4,0,tonic,4.0
4,4,HC,3,4,1,tonic,8.0
4,4,HC,3,4,2,tonic,34.0
3,4,OD,4,2,0,phasic,1.2699999999999818
3,4,OD,4,2,0,tonic,60.10799999999995
3,4,OD,4,2,1,tonic,31.62200000000007
9,16,OR-N,4,4,0,phasic,2.048000000000002
9,16,OR-N,4,4,1,phasic,1.0579999999999927
9,16,OR-N,4,4,2,phasic,1.2620000000000573
9,16,OR-N,4,4,3,phasic,1.1580000000000155
9,16,OR-N,4,4,4,phasic,1.80399999999986
9,16,OR-N,4,4,5,phasic,1.7539999999999054
9,16,OR-N,4,4,6,phasic,3.953999999999951
9,16,OR-N,4,4,7,phasic,1.1980000000000928
9,16,OR-N,4,4,8,phasic,1.0219999999999345
9,16,OR-N,4,4,9,phasic,1.2279999999996107
9,16,OR-N,4,4,10,phasic,1.44399999999996
9,16,OR-N,4,4,11,phasic,2.9020000000000437
9,16,OR-N,4,4,12,phasic,1.9400000000000546
9,16,OR-N,4,4,13,phasic,2.3160000000002583
9,16,OR-N,4,4,14,phasic,1.8699999999998909
9,16,OR-N,4,4,0,tonic,34.66399999999999
9,16,OR-N,4,4,1,tonic,2.288000000000011
9,16,OR-N,4,4,2,tonic,24.135999999999967
9,16,OR-N,4,4,3,tonic,59.682000000000016
9,16,OR-N,4,4,4,tonic,32.055999999999926
9,16,OR-N,4,4,5,tonic,17.648000000000025
9,16,OR-N,4,4,6,tonic,18.0
9,16,OR-N,4,4,7,tonic,46.516000000000076
9,16,OR-N,4,4,8,tonic,15.034000000000106
9,16,OR-N,4,4,9,tonic,18.218000000000075
9,16,OR-N,4,4,10,tonic,26.182000000000016
9,16,OR-N,4,4,11,tonic,8.339999999999918
9,16,OR-N,4,4,12,tonic,25.322000000000116
9,16,OR-N,4,4,13,tonic,15.070000000000164
9,16,OR-N,4,4,14,tonic,1.1480000000001382
9,16,OR-N,4,4,15,tonic,15.510000000000218
9,16,OR-N,4,4,16,tonic,17.8779999999997
9,16,OR-N,4,4,17,tonic,28.947999999999865
9,16,OR-N,4,4,18,tonic,42.99800000000005
9,16,OR-N,4,4,19,tonic,37.403999999999996
4,2,HC,0,2,0,phasic,1.2939999999999827
4,2,HC,0,2,1,phasic,1.0899999999999181
4,2,HC,0,2,2,phasic,1.1000000000000227
4,2,HC,0,2,3,phasic,1.231999999999971
4,2,HC,0,2,4,phasic,1.3120000000000118
4,2,HC,0,2,0,tonic,15.0
4,2,HC,0,2,1,tonic,17.06600000000003
4,2,HC,0,2,2,tonic,22.31600000000003
4,2,HC,0,2,3,tonic,5.600000000000023
4,2,HC,0,2,4,tonic,6.052000000000021
4,2,HC,0,2,5,tonic,0.35400000000004184
4,2,HC,0,2,6,tonic,69.58399999999995
4,4,OR-N,4,5.3,0,phasic,1.1000000000003638
4,4,OR-N,4,5.3,1,phasic,2.212000000000444
4,4,OR-N,4,5.3,2,phasic,1.6439999999993233
4,4,OR-N,4,5.3,3,phasic,4.0659999999998035
4,4,OR-N,4,5.3,4,phasic,1.860000000000582
4,4,OR-N,4,5.3,5,phasic,1.3220000000001164
4,4,OR-N,4,5.3,6,phasic,1.655999999999949
4,4,OR-N,4,5.3,7,phasic,2.769999999999527
4,4,OR-N,4,5.3,8,phasic,0.9939999999996871
4,4,OR-N,4,5.3,0,tonic,6.1159999999999854
4,4,OR-N,4,5.3,1,tonic,8.78399999999965
4,4,OR-N,4,5.3,2,tonic,6.055999999999585
4,4,OR-N,4,5.3,3,tonic,5.260000000000218
4,4,OR-N,4,5.3,4,tonic,10.124000000000706
4,4,OR-N,4,5.3,5,tonic,20.805999999999585
4,4,OR-N,4,5.3,6,tonic,8.554000000000087
4,4,OR-N,4,5.3,7,tonic,1.7539999999999054
4,4,OR-N,4,5.3,8,tonic,15.685999999999694
4,4,OR-N,4,5.3,9,tonic,32.0
4,4,OR-N,4,5.3,10,tonic,65.0
4,4,OR-N,4,5.3,11,tonic,27.0
4,4,OR-N,4,5.3,12,tonic,50.194000000000415
4,4,OR-N,4,5.3,13,tonic,40.556000000000495
4,4,OR-N,4,5.3,14,tonic,8.485999999999876
6,3,HC,4,1,0,phasic,3.548000000000002
6,3,HC,4,1,1,phasic,1.8079999999999927
6,3,HC,4,1,2,phasic,2.052000000000021
6,3,HC,4,1,3,phasic,4.0499999999999545
6,3,HC,4,1,0,tonic,46.172000000000025
6,3,HC,4,1,1,tonic,8.101999999999975
6,3,HC,4,1,2,tonic,35.82600000000002
6,3,HC,4,1,3,tonic,51.49199999999996
6,3,HC,4,1,4,tonic,37.950000000000045
4,4,OR-N,4,4,0,phasic,1.3179999999999836
4,4,OR-N,4,4,1,phasic,1.7280000000000655
4,4,OR-N,4,4,2,phasic,2.0599999999999454
4,4,OR-N,4,4,3,phasic,1.468000000000302
4,4,OR-N,4,4,4,phasic,1.1839999999997417
4,4,OR-N,4,4,5,phasic,1.7159999999998945
4,4,OR-N,4,4,0,tonic,67.57799999999997
4,4,OR-N,4,4,1,tonic,1.3279999999999745
4,4,OR-N,4,4,2,tonic,13.048000000000002
4,4,OR-N,4,4,3,tonic,74.15000000000009
4,4,OR-N,4,4,4,tonic,8.235999999999876
4,4,OR-N,4,4,5,tonic,20.173999999999978
4,4,OR-N,4,4,6,tonic,22.014000000000124
4,1,OR,0,5.4,0,phasic,1.6000000000003638
4,1,OR,0,5.4,1,phasic,1.319999999999709
4,1,OR,0,5.4,2,phasic,1.6459999999988213
4,1,OR,0,5.4,0,tonic,16.0
4,1,OR,0,5.4,1,tonic,1.1479999999992287
4,1,OR,0,5.4,2,tonic,68.85200000000077
4,1,OR,0,5.4,3,tonic,52.07999999999993
4,1,OR,0,5.4,4,tonic,32.0
4,1,OR,0,5.4,5,tonic,13.772000000000844
4,1,OR,0,5.4,6,tonic,38.582000000000335
3,3,OR,3,5.3,0,phasic,1.7619999999997162
3,3,OR,3,5.3,1,phasic,1.0700000000006185
3,3,OR,3,5.3,2,phasic,1.1239999999997963
3,3,OR,3,5.3,3,phasic,4.195999999999913
3,3,OR,3,5.3,4,phasic,1.9899999999997817
3,3,OR,3,5.3,5,phasic,1.404000000000451
3,3,OR,3,5.3,6,phasic,2.16399999999976
3,3,OR,3,5.3,0,tonic,22.24200000000019
3,3,OR,3,5.3,1,tonic,43.996000000000095
3,3,OR,3,5.3,2,tonic,65.72999999999956
3,3,OR,3,5.3,3,tonic,2.5559999999995853
3,3,OR,3,5.3,4,tonic,6.104000000000269
3,3,OR,3,5.3,5,tonic,10.220000000000255
3,3,OR,3,5.3,6,tonic,97.0
3,3,OR,3,5.3,7,tonic,3.6480000000001382
3,3,OR,3,5.3,8,tonic,22.057999999999993
3,3,OR,3,5.3,9,tonic,8.735999999999876
6,3,CON,2,5.3,0,phasic,0.9619999999995343
6,3,CON,2,5.3,1,phasic,1.2359999999998763
6,3,CON,2,5.3,2,phasic,1.4960000000000946
6,3,CON,2,5.3,3,phasic,1.5640000000003056
6,3,CON,2,5.3,4,phasic,1.5760000000000218
6,3,CON,2,5.3,5,phasic,1.8959999999997308
6,3,CON,2,5.3,6,phasic,1.6480000000001382
6,3,CON,2,5.3,7,phasic,2.2799999999997453
6,3,CON,2,5.3,8,phasic,1.1679999999996653
6,3,CON,2,5.3,0,tonic,0.06400000000030559
6,3,CON,2,5.3,1,tonic,28.728000000000065
6,3,CON,2,5.3,2,tonic,23.934000000000196
6,3,CON,2,5.3,3,tonic,47.65599999999995
6,3,CON,2,5.3,4,tonic,19.063999999999396
6,3,CON,2,5.3,5,tonic,51.720000000000255
6,3,CON,2,5.3,6,tonic,28.923999999999978
6,3,CON,2,5.3,7,tonic,3.3519999999998618
6,3,CON,2,5.3,8,tonic,18.144000000000233
6,3,CON,2,5.3,9,tonic,5.92200000000048
6,3,CON,2,5.3,10,tonic,97.66600000000017
6,3,CON,2,5.3,11,tonic,40.0
6,3,CON,2,5.3,12,tonic,56.0
9,2,CON,4,5.1,0,phasic,3.4860000000001037
9,2,CON,4,5.1,0,tonic,15.0
9,2,CON,4,5.1,1,tonic,21.442000000000007
9,2,CON,4,5.1,2,tonic,65.07199999999989
5,6,HC,1,2,0,phasic,1.3840000000000146
5,6,HC,1,2,1,phasic,1.3179999999999836
5,6,HC,1,2,2,phasic,2.0960000000000036
5,6,HC,1,2,3,phasic,1.3139999999998508
5,6,HC,1,2,4,phasic,1.2020000000002256
5,6,HC,1,2,0,tonic,26.0
5,6,HC,1,2,1,tonic,55.0
5,6,HC,1,2,2,tonic,2.9480000000000928
5,6,HC,1,2,3,tonic,2.967999999999847
5,6,HC,1,2,4,tonic,19.374000000000024
5,6,HC,1,2,5,tonic,44.912000000000035
5,6,HC,1,2,6,tonic,46.49400000000014
5,6,HC,1,2,7,tonic,8.793999999999869
5,6,HC,1,2,8,tonic,69.19599999999991
9,2,CON,4,3,0,phasic,2.697999999999979
9,2,CON,4,3,1,phasic,1.1680000000000064
9,2,CON,4,3,2,phasic,1.3079999999999927
9,2,CON,4,3,3,phasic,1.9259999999999309
9,2,CON,4,3,4,phasic,2.705999999999676
9,2,CON,4,3,5,phasic,1.33199999999988
9,2,CON,4,3,0,tonic,24.80600000000004
9,2,CON,4,3,1,tonic,52.51800000000003
9,2,CON,4,3,2,tonic,23.809999999999945
9,2,CON,4,3,3,tonic,28.0
9,2,CON,4,3,4,tonic,4.410000000000082
9,2,CON,4,3,5,tonic,23.281999999999925
9,2,CON,4,3,6,tonic,43.96199999999999
9,2,CON,4,3,7,tonic,76.11200000000008
9,2,CON,4,3,8,tonic,79.0
9,2,CON,4,3,9,tonic,3.7040000000001783
9,2,CON,4,3,10,tonic,19.70600000000013
9,2,CON,4,3,11,tonic,20.552000000000135
9,4,CON,2,3,0,phasic,2.3740000000000236
9,4,CON,2,3,1,phasic,2.326000000000022
9,4,CON,2,3,2,phasic,1.1179999999999382
9,4,CON,2,3,3,phasic,1.7519999999999527
9,4,CON,2,3,4,phasic,1.6840000000001965
9,4,CON,2,3,5,phasic,2.4100000000003092
9,4,CON,2,3,6,phasic,2.094000000000051
9,4,CON,2,3,0,tonic,51.25999999999999
9,4,CON,2,3,1,tonic,54.74000000000001
9,4,CON,2,3,2,tonic,8.19399999999996
9,4,CON,2,3,3,tonic,19.486000000000104
9,4,CON,2,3,4,tonic,6.75
9,4,CON,2,3,5,tonic,14.0
9,4,CON,2,3,6,tonic,8.657999999999902
9,4,CON,2,3,7,tonic,42.69999999999982
9,4,CON,2,3,8,tonic,78.5319999999997
9,4,CON,2,3,9,tonic,8.922000000000025
3,3,OR,3,4,0,phasic,1.821999999999889
3,3,OR,3,4,1,phasic,0.9919999999999618
3,3,OR,3,4,2,phasic,2.589999999999918
3,3,OR,3,4,3,phasic,1.4960000000000946
3,3,OR,3,4,0,tonic,8.644000000000005
3,3,OR,3,4,1,tonic,3.244000000000142
3,3,OR,3,4,2,tonic,36.30600000000004
3,3,OR,3,4,3,tonic,34.952
3,3,OR,3,4,4,tonic,3.953999999999951
3,3,OR,3,4,5,tonic,33.0
4,5,OD,3,4,0,phasic,1.2839999999999918
4,5,OD,3,4,1,phasic,1.4779999999999518
4,5,OD,3,4,2,phasic,1.2099999999999227
4,5,OD,3,4,3,phasic,1.0119999999999436
4,5,OD,3,4,4,phasic,2.951999999999998
4,5,OD,3,4,5,phasic,1.4200000000000728
4,5,OD,3,4,6,phasic,2.286000000000058
4,5,OD,3,4,7,phasic,2.3719999999998436
4,5,OD,3,4,8,phasic,2.1359999999999673
4,5,OD,3,4,9,phasic,2.3479999999999563
4,5,OD,3,4,10,phasic,1.788000000000011
4,5,OD,3,4,0,tonic,7.95799999999997
4,5,OD,3,4,1,tonic,0.6020000000000891
4,5,OD,3,4,2,tonic,39.23000000000002
4,5,OD,3,4,3,tonic,11.238000000000056
4,5,OD,3,4,4,tonic,5.0
4,5,OD,3,4,5,tonic,12.0
4,5,OD,3,4,6,tonic,23.938000000000102
4,5,OD,3,4,7,tonic,14.403999999999996
4,5,OD,3,4,8,tonic,12.427999999999884
4,5,OD,3,4,9,tonic,24.846000000000004
4,5,OD,3,4,10,tonic,8.0
4,5,OD,3,4,11,tonic,13.0
4,5,OD,3,4,12,tonic,3.9179999999998927
4,5,OD,3,4,13,tonic,9.79600000000005
4,5,OD,3,4,14,tonic,6.0
4,5,OD,3,4,15,tonic,88.70800000000008
4,5,OD,3,4,16,tonic,22.920000000000073
4,5,OD,3,4,17,tonic,7.0
4,5,OD,3,4,18,tonic,73.00800000000004
4,5,OD,3,4,19,tonic,38.874000000000024
4,5,OD,3,4,20,tonic,9.126000000000204
4,5,OD,3,4,21,tonic,4.7199999999998
4,5,OD,3,4,22,tonic,45.0
4,5,OD,3,4,23,tonic,8.0
4,5,OD,3,4,24,tonic,6.0
4,5,OD,3,4,25,tonic,74.0
8,1,HC,3,4,0,phasic,1.6280000000000427
8,1,HC,3,4,1,phasic,1.0219999999999345
8,1,HC,3,4,2,phasic,1.7380000000000564
8,1,HC,3,4,3,phasic,3.1620000000000346
8,1,HC,3,4,4,phasic,1.900000000000091
8,1,HC,3,4,5,phasic,1.1140000000000327
8,1,HC,3,4,6,phasic,4.25
8,1,HC,3,4,7,phasic,1.1599999999998545
8,1,HC,3,4,8,phasic,1.9380000000001019
8,1,HC,3,4,0,tonic,17.0
8,1,HC,3,4,1,tonic,52.597999999999956
8,1,HC,3,4,2,tonic,71.774
8,1,HC,3,4,3,tonic,35.0
8,1,HC,3,4,4,tonic,12.344000000000051
8,1,HC,3,4,5,tonic,2.1800000000000637
8,1,HC,3,4,6,tonic,83.9079999999999
8,1,HC,3,4,7,tonic,11.645999999999958
8,1,HC,3,4,8,tonic,85.0
8,1,HC,3,4,9,tonic,0.05400000000008731
8,1,HC,3,4,10,tonic,53.04599999999982
8,1,HC,3,4,11,tonic,8.632000000000062
8,1,HC,3,4,12,tonic,6.011999999999716
8,1,HC,3,4,13,tonic,26.506000000000313
8,1,HC,3,4,14,tonic,35.44200000000001
8,1,HC,3,4,15,tonic,24.945999999999913
8,1,HC,3,4,16,tonic,25.0
1,1,OD,4,2,0,phasic,1.11200000000008
1,1,OD,4,2,1,phasic,3.7919999999999163
1,1,OD,4,2,2,phasic,0.9880000000000564
1,1,OD,4,2,3,phasic,1.150000000000091
1,1,OD,4,2,0,tonic,19.93399999999997
1,1,OD,4,2,1,tonic,23.460000000000036
1,1,OD,4,2,2,tonic,13.836000000000013
1,1,OD,4,2,3,tonic,44.87799999999993
1,1,OD,4,2,4,tonic,4.551999999999907
1,1,OD,4,2,5,tonic,34.298
9,4,CON,2,5.2,0,phasic,3.094000000000051
9,4,CON,2,5.2,0,tonic,54.0
9,4,CON,2,5.2,1,tonic,5.0
9,4,CON,2,5.2,2,tonic,91.44599999999991
9,4,CON,2,5.2,3,tonic,9.460000000000036
13,3,OR,4,2,0,phasic,1.5420000000001437
13,3,OR,4,2,1,phasic,1.6479999999999109
13,3,OR,4,2,2,phasic,2.3199999999999363
13,3,OR,4,2,3,phasic,1.1100000000001273
13,3,OR,4,2,4,phasic,2.7660000000000764
13,3,OR,4,2,5,phasic,3.8020000000001346
13,3,OR,4,2,6,phasic,1.5340000000001055
13,3,OR,4,2,0,tonic,121.32199999999989
13,3,OR,4,2,1,tonic,10.182000000000016
13,3,OR,4,2,2,tonic,0.2400000000000091
13,3,OR,4,2,3,tonic,4.746000000000095
13,3,OR,4,2,4,tonic,21.0
13,3,OR,4,2,5,tonic,27.733999999999924
13,3,OR,4,2,6,tonic,65.65599999999995
13,3,OR,4,2,7,tonic,19.769999999999982
13,3,OR,4,2,8,tonic,15.585999999999785
13,3,OR,4,2,9,tonic,66.04199999999992
1,2,OD,2,4,0,phasic,1.0240000000001146
1,2,OD,2,4,0,tonic,2.395999999999958
1,2,OD,2,4,1,tonic,23.579999999999927
9,10,OR,4,4,0,phasic,4.451999999999998
9,10,OR,4,4,1,phasic,2.0519999999999072
9,10,OR,4,4,2,phasic,1.69399999999996
9,10,OR,4,4,3,phasic,1.7959999999998217
9,10,OR,4,4,4,phasic,1.19399999999996
9,10,OR,4,4,5,phasic,1.1420000000000528
9,10,OR,4,4,6,phasic,1.3699999999998909
9,10,OR,4,4,7,phasic,1.4259999999999309
9,10,OR,4,4,8,phasic,2.0960000000000036
9,10,OR,4,4,9,phasic,1.7460000000000946
9,10,OR,4,4,0,tonic,6.096000000000004
9,10,OR,4,4,1,tonic,30.99000000000001
9,10,OR,4,4,2,tonic,10.506000000000085
9,10,OR,4,4,3,tonic,10.226000000000113
9,10,OR,4,4,4,tonic,53.8420000000001
9,10,OR,4,4,5,tonic,4.912000000000035
9,10,OR,4,4,6,tonic,20.55600000000004
9,10,OR,4,4,7,tonic,32.172000000000025
9,10,OR,4,4,8,tonic,0.07799999999997453
9,10,OR,4,4,9,tonic,71.404
9,10,OR,4,4,10,tonic,1.9960000000000946
9,10,OR,4,4,11,tonic,74.40200000000004
9,10,OR,4,4,12,tonic,2.8519999999998618
2,2,OR,2,5.2,0,phasic,1.4980000000000473
2,2,OR,2,5.2,1,phasic,0.9580000000000837
2,2,OR,2,5.2,2,phasic,1.5579999999999927
2,2,OR,2,5.2,3,phasic,2.4020000000000437
2,2,OR,2,5.2,4,phasic,1.1880000000001019
2,2,OR,2,5.2,0,tonic,20.115999999999985
2,2,OR,2,5.2,1,tonic,0.2359999999998763
2,2,OR,2,5.2,2,tonic,11.192000000000007
2,2,OR,2,5.2,3,tonic,51.0
2,2,OR,2,5.2,4,tonic,21.965999999999894
2,2,OR,2,5.2,5,tonic,3.0660000000002583
2,2,OR,2,5.2,6,tonic,15.2199999999998
2,2,OR,2,5.2,7,tonic,54.59999999999991
3,3,OR,0,3,0,phasic,1.0299999999999727
3,3,OR,0,3,0,tonic,10.814000000000078
3,3,OR,0,3,1,tonic,17.15599999999995
3,3,OR,0,3,2,tonic,16.0
11,2,OD,4,1,0,phasic,1.5019999999999527
11,2,OD,4,1,1,phasic,1.1400000000001
11,2,OD,4,1,2,phasic,3.0720000000001164
11,2,OD,4,1,3,phasic,2.8220000000001164
11,2,OD,4,1,4,phasic,1.3439999999998236
11,2,OD,4,1,5,phasic,2.685999999999922
11,2,OD,4,1,6,phasic,1.2139999999999418
11,2,OD,4,1,0,tonic,58.48000000000002
11,2,OD,4,1,1,tonic,1.66599999999994
11,2,OD,4,1,2,tonic,0.7139999999999418
11,2,OD,4,1,3,tonic,1.6899999999998272
11,2,OD,4,1,4,tonic,12.266000000000076
11,2,OD,4,1,5,tonic,27.284000000000106
11,2,OD,4,1,6,tonic,3.576000000000022
11,2,OD,4,1,7,tonic,9.544000000000096
11,2,OD,4,1,8,tonic,28.0
11,2,OD,4,1,9,tonic,112.0
11,2,OD,4,1,10,tonic,72.0
9,3,OR,2,5.4,0,phasic,1.1440000000002328
9,3,OR,2,5.4,0,tonic,14.0
9,3,OR,2,5.4,1,tonic,16.780000000000655
9,3,OR,2,5.4,2,tonic,72.07599999999911
3,6,OD,1,5.4,0,tonic,9.0
8,6,OD,3,3,0,phasic,1.0060000000000855
8,6,OD,3,3,1,phasic,1.77800000000002
8,6,OD,3,3,2,phasic,1.7200000000002547
8,6,OD,3,3,3,phasic,1.461999999999989
8,6,OD,3,3,4,phasic,2.124000000000251
8,6,OD,3,3,5,phasic,3.9760000000001128
8,6,OD,3,3,6,phasic,1.6979999999998654
8,6,OD,3,3,7,phasic,1.636000000000422
8,6,OD,3,3,8,phasic,1.961999999999989
8,6,OD,3,3,9,phasic,1.2380000000002838
8,6,OD,3,3,0,tonic,49.0
8,6,OD,3,3,1,tonic,14.288000000000011
8,6,OD,3,3,2,tonic,44.82999999999993
8,6,OD,3,3,3,tonic,45.097999999999956
8,6,OD,3,3,4,tonic,29.0
8,6,OD,3,3,5,tonic,53.8159999999998
8,6,OD,3,3,6,tonic,20.632000000000062
8,6,OD,3,3,7,tonic,2.8979999999996835
8,6,OD,3,3,8,tonic,9.596000000000004
8,6,OD,3,3,9,tonic,3.7539999999999054
8,6,OD,3,3,10,tonic,77.60199999999986
8,6,OD,3,3,11,tonic,5.033999999999651
8,6,OD,3,3,12,tonic,25.829999999999927
8,6,OD,3,3,13,tonic,4.0219999999999345
8,6,OD,3,3,14,tonic,25.0
4,1,CON,4,5.2,0,phasic,3.0779999999999745
4,1,CON,4,5.2,1,phasic,1.0219999999999345
4,1,CON,4,5.2,2,phasic,1.44399999999996
4,1,CON,4,5.2,3,phasic,1.2300000000000182
4,1,CON,4,5.2,4,phasic,2.231999999999971
4,1,CON,4,5.2,5,phasic,1.5640000000003056
4,1,CON,4,5.2,6,phasic,1.412000000000262
4,1,CON,4,5.2,7,phasic,1.4400000000000546
4,1,CON,4,5.2,8,phasic,2.0679999999997563
4,1,CON,4,5.2,9,phasic,1.781999999999698
4,1,CON,4,5.2,0,tonic,37.07999999999993
4,1,CON,4,5.2,1,tonic,10.296000000000276
4,1,CON,4,5.2,2,tonic,5.458000000000084
4,1,CON,4,5.2,3,tonic,0.2319999999999709
4,1,CON,4,5.2,4,tonic,46.723999999999705
4,1,CON,4,5.2,5,tonic,21.20400000000018
4,1,CON,4,5.2,6,tonic,28.121999999999844
4,1,CON,4,5.2,7,tonic,61.66599999999971
4,1,CON,4,5.2,8,tonic,8.447999999999865
4,1,CON,4,5.2,9,tonic,0.3580000000001746
4,1,CON,4,5.2,10,tonic,34.91600000000017
4,1,CON,4,5.2,11,tonic,26.22400000000016
4,1,CON,4,5.2,12,tonic,33.0
2,1,OD,2,5.1,0,phasic,1.4700000000000273
2,1,OD,2,5.1,1,phasic,2.0800000000001546
2,1,OD,2,5.1,2,phasic,1.6879999999998745
2,1,OD,2,5.1,3,phasic,1.1479999999996835
2,1,OD,2,5.1,4,phasic,1.6600000000003092
2,1,OD,2,5.1,0,tonic,38.25800000000004
2,1,OD,2,5.1,1,tonic,1.4279999999998836
2,1,OD,2,5.1,2,tonic,11.885999999999967
2,1,OD,2,5.1,3,tonic,8.190000000000055
2,1,OD,2,5.1,4,tonic,66.89800000000014
2,1,OD,2,5.1,5,tonic,6.246000000000095
2,1,OD,2,5.1,6,tonic,30.047999999999774
3,3,HC,4,3,0,phasic,4.597999999999956
3,3,HC,4,3,1,phasic,1.7200000000000273
3,3,HC,4,3,0,tonic,36.817999999999984
3,3,HC,4,3,1,tonic,9.632000000000062
3,3,HC,4,3,2,tonic,163.23199999999997
3,1,OR,1,5.2,0,tonic,51.0
3,1,OR,1,5.2,1,tonic,52.0
3,1,OR,1,5.2,2,tonic,79.0
6,6,HC,4,4,0,phasic,1.3380000000000223
6,6,HC,4,4,1,phasic,1.20799999999997
6,6,HC,4,4,2,phasic,4.405999999999949
6,6,HC,4,4,3,phasic,1.0620000000001255
6,6,HC,4,4,4,phasic,1.6340000000000146
6,6,HC,4,4,5,phasic,2.449999999999818
6,6,HC,4,4,6,phasic,3.686000000000149
6,6,HC,4,4,7,phasic,1.5300000000002
6,6,HC,4,4,8,phasic,2.5779999999999745
6,6,HC,4,4,9,phasic,1.0480000000002292
6,6,HC,4,4,10,phasic,1.5140000000001237
6,6,HC,4,4,11,phasic,1.1039999999998145
6,6,HC,4,4,0,tonic,9.0
6,6,HC,4,4,1,tonic,33.42599999999999
6,6,HC,4,4,2,tonic,2.8600000000000136
6,6,HC,4,4,3,tonic,51.168000000000006
6,6,HC,4,4,4,tonic,81.202
6,6,HC,4,4,5,tonic,39.39200000000005
6,6,HC,4,4,6,tonic,11.42599999999993
6,6,HC,4,4,7,tonic,54.511999999999944
6,6,HC,4,4,8,tonic,59.11200000000008
6,6,HC,4,4,9,tonic,7.253999999999905
6,6,HC,4,4,10,tonic,59.0
6,6,HC,4,4,11,tonic,55.153999999999996
6,6,HC,4,4,12,tonic,3.6520000000000437
6,6,HC,4,4,13,tonic,11.385999999999967
6,6,HC,4,4,14,tonic,40.141999999999825
6,6,HC,4,4,15,tonic,23.46199999999999
6,6,HC,4,4,16,tonic,26.751999999999953
6,6,HC,4,4,17,tonic,2.2239999999997053
6,6,HC,4,4,18,tonic,41.06800000000021
6,6,HC,4,4,19,tonic,2.25
3,8,HC,0,5.1,0,phasic,1.5080000000000382
3,8,HC,0,5.1,1,phasic,1.2440000000000282
3,8,HC,0,5.1,2,phasic,4.319999999999936
3,8,HC,0,5.1,3,phasic,2.0800000000001546
3,8,HC,0,5.1,4,phasic,1.1800000000000637
3,8,HC,0,5.1,5,phasic,1.7139999999999418
3,8,HC,0,5.1,0,tonic,15.033999999999992
3,8,HC,0,5.1,1,tonic,22.007999999999925
3,8,HC,0,5.1,2,tonic,34.226
3,8,HC,0,5.1,3,tonic,25.660000000000082
3,8,HC,0,5.1,4,tonic,37.0
3,8,HC,0,5.1,5,tonic,0.06999999999993634
3,8,HC,0,5.1,6,tonic,53.13799999999992
3,8,HC,0,5.1,7,tonic,6.433999999999969
3,8,HC,0,5.1,8,tonic,28.384000000000015
3,6,HC,4,3,0,phasic,1.245999999999981
3,6,HC,4,3,1,phasic,1.48599999999999
3,6,HC,4,3,2,phasic,2.881999999999948
3,6,HC,4,3,3,phasic,2.0120000000000573
3,6,HC,4,3,0,tonic,3.27800000000002
3,6,HC,4,3,1,tonic,51.19200000000001
3,6,HC,4,3,2,tonic,2.8220000000000027
3,6,HC,4,3,3,tonic,44.74800000000005
3,6,HC,4,3,4,tonic,36.333999999999946
3,5,OR-N,4,5.4,0,phasic,1.97400000000016
3,5,OR-N,4,5.4,1,phasic,2.6900000000005093
3,5,OR-N,4,5.4,2,phasic,1.293999999999869
3,5,OR-N,4,5.4,3,phasic,0.9020000000000437
3,5,OR-N,4,5.4,4,phasic,1.4540000000015425
3,5,OR-N,4,5.4,0,tonic,50.6880000000001
3,5,OR-N,4,5.4,1,tonic,6.417999999999665
3,5,OR-N,4,5.4,2,tonic,140.66200000000026
3,5,OR-N,4,5.4,3,tonic,2.1419999999998254
3,5,OR-N,4,5.4,4,tonic,2.297999999998865
3,5,OR-N,4,5.4,5,tonic,16.477999999999156
6,2,OD,4,5.3,0,phasic,0.9219999999995707
6,2,OD,4,5.3,1,phasic,3.8519999999998618
6,2,OD,4,5.3,2,phasic,2.1400000000003274
6,2,OD,4,5.3,3,phasic,1.0979999999999563
6,2,OD,4,5.3,0,tonic,41.720000000000255
6,2,OD,4,5.3,1,tonic,1.3580000000001746
6,2,OD,4,5.3,2,tonic,118.0
6,2,OD,4,5.3,3,tonic,2.8840000000000146
6,2,OD,4,5.3,4,tonic,14.384000000000015
6,2,OD,4,5.3,5,tonic,28.037999999999556
6,2,OD,4,5.3,6,tonic,23.60400000000027
4,16,OR,0,4,0,phasic,3.130000000000109
4,16,OR,0,4,0,tonic,47.63000000000011
4,16,OR,0,4,1,tonic,24.23999999999978
4,16,OR,0,4,2,tonic,10.0
6,2,OR,2,3,0,phasic,1.0900000000001455
6,2,OR,2,3,1,phasic,1.0720000000001164
6,2,OR,2,3,2,phasic,3.481999999999971
6,2,OR,2,3,0,tonic,24.087999999999965
6,2,OR,2,3,1,tonic,8.59199999999987
6,2,OR,2,3,2,tonic,113.1579999999999
6,2,OR,2,3,3,tonic,22.641999999999825
