,rat_id,study_day,condition,treatment,trial_num,total_sleep_duration,total_awake_duration,total_nrem_duration,total_rem_duration,counts_wake,counts_nrem,counts_rem,wake_normalized,nrem_normalized,rem_normalized,nrem_percentage,rem_percentage
116,3,2,HC,0,5.3,1227.0,1451.0,933.0,193.0,9,8,2,0.5418222554144885,0.34839432412247945,0.0720687079910381,0.7603911980440098,0.15729421352893236
117,3,2,HC,0,5.4,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
118,3,2,HC,0,3.0,1267.0,1420.0,1109.0,119.0,6,6,1,0.5284704131001117,0.41272794938593227,0.044287309266840345,0.8752959747434885,0.09392265193370165
119,3,2,HC,0,1.0,215.0,2479.0,215.0,0.0,2,3,0,0.9201930215293245,0.07980697847067557,0.0,1.0,0.0
120,3,17,HC,0,1.0,0.0,2702.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
121,3,17,HC,0,5.1,2349.0,316.0,1849.0,249.0,10,11,5,0.11857410881801125,0.6938086303939962,0.09343339587242026,0.7871434653043848,0.10600255427841634
122,3,17,HC,0,5.2,1864.0,812.0,1645.0,88.0,10,10,1,0.3034379671150972,0.6147234678624813,0.03288490284005979,0.8825107296137339,0.04721030042918455
123,3,17,HC,0,5.3,1373.0,1292.0,1036.0,221.0,14,13,3,0.4848030018761726,0.38874296435272043,0.08292682926829269,0.7545520757465404,0.16096139839766935
124,3,17,HC,0,5.4,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
125,3,17,HC,0,4.0,2158.0,530.0,1875.0,185.0,4,4,2,0.19717261904761904,0.6975446428571429,0.06882440476190477,0.8688600556070436,0.08572752548656164
126,3,17,HC,0,3.0,1466.0,1210.0,1243.0,117.0,10,10,1,0.4521674140508221,0.46449925261584457,0.043721973094170405,0.8478854024556617,0.07980900409276943
127,3,17,HC,0,2.0,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
128,3,9,HC,1,2.0,625.0,2064.0,612.0,0.0,5,6,0,0.7675715879509111,0.22759390107846783,0.0,0.9792,0.0
129,3,9,HC,1,1.0,0.0,2697.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
130,3,9,HC,1,4.0,1717.0,973.0,1515.0,202.0,5,4,2,0.36171003717472117,0.5631970260223048,0.07509293680297398,0.8823529411764706,0.11764705882352941
131,3,9,HC,1,5.1,1744.0,934.0,1550.0,119.0,4,9,5,0.3487677371172517,0.578790141896938,0.04443614637789395,0.8887614678899083,0.06823394495412843
132,3,9,HC,1,5.2,2058.0,613.0,1796.0,176.0,7,10,7,0.22950205915387495,0.6724073380756271,0.06589292399850244,0.8726919339164237,0.08551992225461613
133,3,9,HC,1,5.3,730.0,1953.0,621.0,70.0,7,6,2,0.7279165113678718,0.2314573238911666,0.02609019754006709,0.8506849315068493,0.0958904109589041
134,3,9,HC,1,5.4,812.0,1876.0,656.0,56.0,4,5,1,0.6979166666666666,0.24404761904761904,0.020833333333333332,0.8078817733990148,0.06896551724137931
135,3,9,HC,1,3.0,1141.0,1552.0,1051.0,90.0,3,3,1,0.5763089491273673,0.3902710731526179,0.03341997772001486,0.9211218229623137,0.07887817703768624
136,3,8,HC,0,2.0,794.0,1898.0,794.0,0.0,4,4,0,0.7050520059435365,0.2949479940564636,0.0,1.0,0.0
137,3,8,HC,0,4.0,2096.0,582.0,1646.0,360.0,8,8,3,0.2173263629574309,0.614637789395071,0.1344286781179985,0.7853053435114504,0.1717557251908397
138,3,8,HC,0,1.0,0.0,2699.0,0.0,0.0,1,0,0,1.0,0.0,0.0,,
139,3,8,HC,0,5.1,2125.0,548.0,1798.0,234.0,10,10,3,0.2050130939019828,0.6726524504302283,0.08754208754208755,0.8461176470588235,0.11011764705882353
140,3,8,HC,0,5.2,2156.0,527.0,1708.0,200.0,5,6,2,0.19642191576593365,0.636600819977637,0.07454342154304883,0.7922077922077922,0.09276437847866419
141,3,8,HC,0,5.3,2180.0,491.0,1482.0,529.0,10,7,5,0.18382628229127668,0.5548483713964807,0.19805316360913516,0.6798165137614679,0.2426605504587156
