rat_id,study_day,condition,treatment,trial_num,total_rem_duration,total_sleep_duration,percentage_from_sleep,counts_rem
6,3,CON,2,4,119.0,1520.0,0.07828947368421052,2
6,3,CON,2,2,0.0,331.0,0.0,0
7,3,CON,3,4,424.0,1969.0,0.21533773489080751,3
7,3,CON,3,2,92.0,1473.0,0.062457569585879155,1
7,3,CON,3,1,0.0,159.0,0.0,0
7,3,CON,3,3,200.0,1495.0,0.13377926421404682,3
7,3,CON,3,5.1,266.0,1625.0,0.1636923076923077,4
7,3,CON,3,5.2,267.0,1284.0,0.20794392523364486,3
7,3,CON,3,5.3,209.0,665.0,0.3142857142857143,2
7,3,CON,3,5.4,47.0,463.0,0.10151187904967603,2
2,3,CON,2,1,148.0,1443.0,0.10256410256410256,4
2,3,CON,2,2,224.0,2082.0,0.10758885686839577,9
2,3,CON,2,3,291.0,1836.0,0.15849673202614378,8
2,3,CON,2,4,36.0,756.0,0.047619047619047616,2
2,3,CON,2,5.1,168.0,1052.0,0.1596958174904943,3
2,3,CON,2,5.2,0.0,0.0,,0
2,3,CON,2,5.3,0.0,266.0,0.0,0
2,3,CON,2,5.4,30.0,501.0,0.059880239520958084,2
9,3,OR,2,3,431.0,2340.0,0.1841880341880342,5
9,3,OR,2,2,191.0,2075.0,0.09204819277108434,2
9,3,OR,2,4,376.0,2124.0,0.17702448210922786,3
9,3,OR,2,1,96.0,1826.0,0.05257393209200438,1
9,3,OR,2,5.1,235.0,1667.0,0.14097180563887224,5
9,3,OR,2,5.2,176.0,549.0,0.3205828779599271,2
9,3,OR,2,5.3,0.0,109.0,0.0,0
9,3,OR,2,5.4,104.0,803.0,0.1295143212951432,2
2,2,OR,2,1,0.0,484.0,0.0,0
2,2,OR,2,3,222.0,1796.0,0.12360801781737193,4
2,2,OR,2,2,92.0,1731.0,0.05314846909300982,4
2,2,OR,2,4,211.0,1884.0,0.11199575371549894,5
2,2,OR,2,5.1,230.0,1714.0,0.13418903150525088,4
2,2,OR,2,5.2,185.0,969.0,0.19091847265221878,3
2,2,OR,2,5.3,82.0,1553.0,0.05280103026400515,3
2,2,OR,2,5.4,167.0,1126.0,0.1483126110124334,3
3,3,OR,3,5.1,4.0,558.0,0.007168458781362007,1
3,3,OR,3,5.2,237.0,950.0,0.24947368421052632,2
3,3,OR,3,5.3,296.0,1690.0,0.17514792899408285,3
3,3,OR,3,5.4,0.0,533.0,0.0,0
3,3,OR,3,3,93.0,785.0,0.11847133757961784,1
3,3,OR,3,2,166.0,1156.0,0.14359861591695502,2
3,3,OR,3,1,0.0,1012.0,0.0,0
3,3,OR,3,4,127.0,1242.0,0.10225442834138486,2
8,2,OR,3,2,71.0,1165.0,0.06094420600858369,1
8,2,OR,3,4,346.0,1819.0,0.1902144035184167,5
8,2,OR,3,5.1,234.0,1731.0,0.13518197573656845,2
8,2,OR,3,5.2,316.0,1158.0,0.27288428324697755,4
8,2,OR,3,5.3,438.0,1480.0,0.2959459459459459,4
8,2,OR,3,5.4,0.0,0.0,,0
8,2,OR,3,1,0.0,27.0,0.0,0
8,2,OR,3,3,277.0,1712.0,0.16179906542056074,3
6,2,OR,2,2,0.0,877.0,0.0,0
6,2,OR,2,1,0.0,86.0,0.0,0
6,2,OR,2,3,252.0,1672.0,0.1507177033492823,2
6,2,OR,2,4,297.0,1527.0,0.1944990176817289,2
6,2,OR,2,5.1,356.0,1840.0,0.1934782608695652,4
6,2,OR,2,5.2,427.0,2482.0,0.17203867848509266,4
6,2,OR,2,5.3,685.0,2267.0,0.30216144684605206,6
6,2,OR,2,5.4,297.0,1290.0,0.2302325581395349,5
7,2,OR,3,3,112.0,1390.0,0.08057553956834532,1
7,2,OR,3,1,0.0,21.0,0.0,0
7,2,OR,3,2,0.0,692.0,0.0,0
7,2,OR,3,5.1,196.0,1607.0,0.12196639701306783,4
7,2,OR,3,5.2,420.0,1520.0,0.27631578947368424,4
7,2,OR,3,5.3,130.0,1442.0,0.09015256588072122,2
7,2,OR,3,5.4,0.0,212.0,0.0,0
7,2,OR,3,4,187.0,1760.0,0.10625,2
4,6,OR,3,3,421.0,1421.0,0.2962702322308234,11
4,6,OR,3,5.1,245.0,1222.0,0.20049099836333878,7
4,6,OR,3,5.2,253.0,467.0,0.5417558886509636,5
4,6,OR,3,5.3,259.0,1049.0,0.2469018112488084,7
4,6,OR,3,5.4,0.0,0.0,,0
4,6,OR,3,4,110.0,680.0,0.16176470588235295,2
4,6,OR,3,2,433.0,1684.0,0.25712589073634207,11
4,6,OR,3,1,268.0,1454.0,0.1843191196698762,5
1,3,OR,2,4,306.0,2020.0,0.15148514851485148,5
1,3,OR,2,1,152.0,1563.0,0.09724888035828536,4
1,3,OR,2,5.1,17.0,646.0,0.02631578947368421,1
1,3,OR,2,5.2,79.0,806.0,0.09801488833746898,3
